Site ID,Class,Subclass,Status,Name,Make,Model,Cabinet,U Position,Slot Position,IP Address,Serial Number,Type,Function,Contact,Contact Team,Customer,Mounting,Form Factor,Created By,Request Number,Request Stage,Created On,Origin,Notes,PowerIQ Object ID,Integration Status,VM Manager,VM Manager Integration Status,VMware Status Update Date,Customer Service,Technical Support,Account Number,Node Code,Planning Expiration
CT Shanghai,Network,NetworkStack,Planned,G0001522,Arista Networks,DCS-7060SX2-48YC6-R,XA.SHA.01.02.B222.01.003,26,,,JPE19391865,,,,,,Rackable,Fixed,lu_d_zhang,,,01/04/2021 03:47:03-05,Import,,27517,,,,,,,,B222,
CT Shanghai,Network,NetworkStack,Planned,G0001523,NOKIA,7750 SR-1s,XA.SHA.01.02.B222.01.002,4,,,NS1952F5886,,,,,,Rackable,Fixed,lu_d_zhang,,,01/04/2021 03:46:06-05,Import,,27518,,,,,,,,B222,
CT Wuhan,Network,NetworkStack,Planned,G0001529,Arista Networks,DCS-7280SR-48C6-F,XA.WUH.01.02.0204.01.001,21,,,JPE20330892,,,,,,Rackable,Fixed,pei_ye,,,01/30/2021 06:42:05-05,Import,,27437,,,,,,,,204,
CT Beijing,Network,NetworkStack,Planned,G0001533,Opengear,IM7248-2-DAC_IW,XA.BJS.01.03.0325.01.001,23,,,7.25E+13,,,,,,Rackable,Fixed,lu_d_zhang,,,01/29/2021 03:15:30-05,Import,,27410,,,,,,,,325,
CM Wuhan,Network,NetworkStack,Planned,G0001535,Arista Networks,DCS-7280SR-48C6-F,XA.WUH.02.02.0205.01.001,21,,,SGD19492009,,,,,,Rackable,Fixed,lu_d_zhang,,,11/25/2020 04:32:47-05,Import,,27107,,,,,,,,205,
CT Guangzhou,Network,NetworkStack,Planned,G0001536,Opengear,IM7248-2-DAC_IW,XA.CAN.01.07.0002.01.001,10,,,7.25E+13,,,,,,Rackable,Fixed,lu_d_zhang,,,05/06/2021 22:59:04-04,Import,,27848,,,,,,,,2,
DR Peng Beijing,Network,NetworkStack,Planned,G0001539,Arista Networks,DCS-7280CR2A-30-F,XA.BJS.04.01.MD09.01.002,15,,,JPE19482309,,,,,,Rackable,Fixed,lu_d_zhang,,,08/24/2020 02:12:01-04,Client,,28074,,,,,,,,MD09,
CT Beijing,Network,NetworkStack,Planned,G0001546,Fortinet,FortiGate 100EF,XA.BJS.01.03.0325.01.001,13,,,FG100FTK19024529,,,,,,Rackable,Fixed,lu_d_zhang,,,01/29/2021 03:17:24-05,Import,,27414,,,,,,,,325,
CT Shanghai,Network,NetworkStack,Planned,G0001549,Opengear,IM7248-2-DAC_IW,XA.SHA.01.02.B222.02.001,23,,,7.25E+13,,,,,,Rackable,Fixed,patrick_zhao,,,07/17/2021 23:23:10-04,Client,,32269,,,,,,,,B222,
CM Wuhan,Network,NetworkStack,Planned,G0001550,Arista Networks,DCS-7010T-48-F,XA.WUH.02.02.0205.01.003,28,,,JPE19460844,,,,,,Rackable,Fixed,lu_d_zhang,,,11/25/2020 04:48:23-05,Import,,27120,,,,,,,,205,
CT Shanghai,Network,NetworkStack,Planned,G0001554,Arista Networks,DCS-7280SR-48C6-F,XA.SHA.01.02.B222.01.002,27,,,JPE20331157,,,,,,Rackable,Fixed,lu_d_zhang,,,01/04/2021 03:44:12-05,Import,,27522,,,,,,,,B222,
CT Chengdu,Network,NetworkStack,Planned,G0001561,Arista Networks,DCS-7280CR2A-30-F,XA.CTU.02.01.4110.01.002,15,,,JPE18311141,,,,,,Rackable,Fixed,lu_d_zhang,,,09/03/2020 05:23:46-04,Client,,2693,,,,,,,,4110,
DR Peng Shanghai,Network,NetworkStack,Planned,G0001562,Arista Networks,DCS-7010T-48-F,XA.SHA.04.03.MD10.01.005,28,,,JPE20392533,,,,,,Rackable,Fixed,lu_d_zhang,,,03/28/2021 23:14:29-04,Import,,27720,,,,,,,,MD10,
CT Guangzhou,Network,NetworkStack,Planned,G0001563,Arista Networks,DCS-7060SX2-48YC6-R,XA.CAN.01.07.0002.01.004,26,,,JPE20360955,,,,,,Rackable,Fixed,lu_d_zhang,,,05/26/2021 11:04:29-04,Import,,27990,,,,,,,,2,
DR Peng Guangzhou,Network,NetworkStack,Planned,G0001567,Arista Networks,DCS-7010T-48-F,XA.CAN.04.01.MD02.01.002,25,,,JPE19461022,,,,,,Rackable,Fixed,pei_ye,,,04/13/2020 03:47:00-04,Import,,28089,,,,,,,,MD02,
CU Wuhan,Network,NetworkStack,Planned,G0001593,Arista Networks,DCS-7280SR-48C6-F,XA.WUH.03.04.0404.01.002,27,,,SGD19491901,,,,,,Rackable,Fixed,lu_d_zhang,,,10/09/2020 22:32:55-04,Import,,4512,,,,,,,,404,
CT Wuhan,Network,NetworkStack,Planned,G0001600,Arista Networks,DCS-7280CR2A-30-F,XA.WUH.01.02.0204.01.002,29,,,JPE20413086,,,,,,Rackable,Fixed,pei_ye,,,01/30/2021 06:43:48-05,Import,,27440,,,,,,,,204,
CM Wuhan,Network,NetworkStack,Planned,G0001638,Arista Networks,DCS-7280CR2A-30-F,XA.WUH.02.02.0205.01.002,29,,,JPE20413087,,,,,,Rackable,Fixed,lu_d_zhang,,,11/25/2020 04:33:32-05,Import,,27114,,,,,,,,205,
CT Shanghai,Network,NetworkStack,Planned,G0001639,PaloAlto Networks,PA-5220,XA.SHA.01.02.B222.01.002,11,,,13201023186,,,,,,Rackable,Fixed,lu_d_zhang,,,01/04/2021 03:45:38-05,Import,,27520,,,,,,,,B222,
CT Guangzhou,Network,NetworkStack,Planned,G0001652,Fortinet,FortiGate 100EF,XA.CAN.01.07.0002.01.001,13,,,FG100FTK19025314,,,,,,Rackable,Fixed,lu_d_zhang,,,05/06/2021 22:58:47-04,Import,,27847,,,,,,,,2,
CM Guangzhou,Network,NetworkStack,Planned,G0001664,Arista Networks,DCS-7280CR2A-30-F,XA.CAN.02.05.0504.01.001,15,,,JPE20424755,,,,,,Rackable,Fixed,lu_d_zhang,,,12/23/2020 03:29:36-05,Client,,27242,,,,,,,,504,
CT Shanghai,Network,NetworkStack,Planned,G0001690,Arista Networks,DCS-7010T-48-F,XA.SHA.01.02.B222.01.001,25,,,JPE20392537,,,,,,Rackable,Fixed,lu_d_zhang,,,01/04/2021 03:39:31-05,Import,,27531,,,,,,,,B222,
CT Guangzhou,Network,NetworkStack,Planned,G0001743,PaloAlto Networks,PA-5220,XA.CAN.01.07.0002.01.002,11,,,13201023324,,,,,,Rackable,Fixed,lu_d_zhang,,,05/06/2021 23:00:33-04,Import,,27853,,,,,,,,2,
CT Beijing,Network,NetworkStack,Planned,G0001763,Arista Networks,DCS-7280CR2A-30-F,XA.BJS.01.03.0325.01.001,15,,,JPE20371854,,,,,,Rackable,Fixed,lu_d_zhang,,,01/29/2021 03:16:56-05,Import,,27413,,,,,,,,325,
CM Guangzhou,Network,NetworkStack,Planned,G0001788,Arista Networks,DCS-7280CR2A-30-F,XA.CAN.02.05.0504.01.002,15,,,JPE20424661,,,,,,Rackable,Fixed,lu_d_zhang,,,12/23/2020 03:38:22-05,Client,,27243,,,,,,,,504,
CT Wuhan,Network,NetworkStack,Planned,G0001841,Fortinet,FG-1100E,XA.WUH.01.02.0204.01.001,13,,,FG100FTK20005758,,,,,,Rackable,Fixed,pei_ye,,,01/28/2021 00:30:12-05,Import,,27343,,,,,,,,204,
CT Chengdu,Network,NetworkStack,Planned,G0001880,Arista Networks,DCS-7280SR-48C6-F,XA.CTU.01.01.X1N1.01.002,27,,,SGD19491962,,,,,,Rackable,Fixed,lu_d_zhang,,,12/21/2020 21:06:11-05,Import,,27479,,,,,,,,X1N1,
GDS,Network,NetworkStack,Planned,G0001933,Arista Networks,DCS-7280SR-48C6-F,XA.CTU.04.03.0301.01.002,27,,,SGD19480655,,,,,,Rackable,Fixed,lu_d_zhang,,,04/17/2020 04:29:54-04,Import,,28101,,,,,,,,301,
DR Peng Guangzhou,Network,NetworkStack,Planned,G0001964,Arista Networks,DCS-7280CR2A-30-F,XA.CAN.04.01.MD02.01.002,15,,,JPE20290050,,,,,,Rackable,Fixed,pei_ye,,,01/26/2021 22:37:07-05,Import,,27297,,,,,,,,MD02,
CM Wuhan,Network,NetworkStack,Planned,G0001997,Arista Networks,DCS-7280SR-48C6-F,XA.WUH.02.02.0205.01.002,27,,,SGD19480679,,,,,,Rackable,Fixed,lu_d_zhang,,,11/25/2020 04:33:38-05,Import,,27115,,,,,,,,205,
CT Chengdu,Network,NetworkStack,Planned,G0002018,Arista Networks,DCS-7280CR2A-30-F,XA.CTU.01.01.X1N1.01.001,15,,,JPE20371825,,,,,,Rackable,Fixed,lu_d_zhang,,,12/21/2020 21:03:48-05,Import,,27482,,,,,,,,X1N1,
CU Wuhan,Network,NetworkStack,Planned,G0002020,Arista Networks,DCS-7280SR-48C6-F,XA.WUH.03.04.0404.01.001,21,,,SGD19480772,,,,,,Rackable,Fixed,lu_d_zhang,,,10/09/2020 22:32:31-04,Import,,4504,,,,,,,,404,
GDS,Network,NetworkStack,Planned,G0002044,Arista Networks,DCS-7280CR2A-30-F,XA.CTU.04.03.0301.01.002,15,,,JPE20424804,,,,,,Rackable,Fixed,pei_ye,,,03/01/2021 04:48:41-05,Import,,27599,,,,,,,,301,
CM Wuhan,Network,NetworkStack,Planned,G0002051,Arista Networks,DCS-7280CR2A-30-F,XA.WUH.02.02.0205.01.001,15,,,JPE20413051,,,,,,Rackable,Fixed,lu_d_zhang,,,11/25/2020 04:33:01-05,Import,,27109,,,,,,,,205,
CT Chengdu,Network,NetworkStack,Planned,G0002159,Arista Networks,DCS-7280CR2A-30-F,XA.CTU.01.01.X1N1.01.002,29,,,JPE20400233,,,,,,Rackable,Fixed,lu_d_zhang,,,12/21/2020 21:05:43-05,Import,,27483,,,,,,,,X1N1,
CT Wuhan,Network,NetworkStack,Planned,G0002170,Arista Networks,DCS-7280CR2A-30-F,XA.WUH.01.02.0204.01.001,29,,,JPE20400243,,,,,,Rackable,Fixed,pei_ye,,,01/30/2021 06:40:56-05,Import,,27434,,,,,,,,204,
CT Guangzhou,Network,NetworkStack,Planned,G0002218,Arista Networks,DCS-7280CR2A-30-F,XA.CAN.01.07.0002.01.001,29,,,JPE20371811,,,,,,Rackable,Fixed,lu_d_zhang,,,05/06/2021 22:57:21-04,Import,,27842,,,,,,,,2,
CU Wuhan,Network,NetworkStack,Planned,G0002229,Opengear,IM7248-2-DAC_IW,XA.WUH.03.04.0404.01.001,23,,,7.25E+13,,,,,,Rackable,Fixed,lu_d_zhang,,,10/09/2020 22:32:28-04,Import,,4503,,,,,,,,404,
CU Wuhan,Network,NetworkStack,Planned,G0002239,Arista Networks,DCS-7280SR-48C6-F,XA.WUH.03.04.0404.01.001,27,,,SGD19480672,,,,,,Rackable,Fixed,lu_d_zhang,,,10/09/2020 22:32:23-04,Import,,4501,,,,,,,,404,
CT Wuhan,Network,NetworkStack,Planned,G0002243,Arista Networks,DCS-7280CR2A-30-F,XA.WUH.01.02.0204.01.002,15,,,JPE20413091,,,,,,Rackable,Fixed,pei_ye,,,01/30/2021 06:45:14-05,Import,,27443,,,,,,,,204,
CT Beijing,Network,NetworkStack,Planned,G0002262,PaloAlto Networks,PA-5220,XA.BJS.01.03.0325.01.002,11,,,13201023281,,,,,,Rackable,Fixed,lu_d_zhang,,,01/29/2021 03:21:13-05,Import,,27422,,,,,,,,325,
CT Wuhan,Network,NetworkStack,Planned,G0002271,Arista Networks,DCS-7010T-48-F,XA.WUH.01.02.0204.01.001,25,,,JPE20404882,,,,,,Rackable,Fixed,pei_ye,,,01/30/2021 06:41:33-05,Import,,27436,,,,,,,,204,
CT Wuhan,Network,NetworkStack,Planned,G0002274,Opengear,IM7248-2-DAC-L,XA.WUH.01.02.0204.01.001,23,,,7.25E+13,,,,,,Rackable,Fixed,pei_ye,,,01/30/2021 04:45:01-05,Import,,27432,,,,,,,,204,
CT Beijing,Network,NetworkStack,Planned,G0002277,Arista Networks,DCS-7060SX2-48YC6-R,XA.BJS.01.03.0325.01.003,26,,,JPE20360885,,,,,,Rackable,Fixed,lu_d_zhang,,,01/29/2021 03:22:37-05,Import,,27425,,,,,,,,325,
GDS,Network,NetworkStack,Planned,G0002287,Arista Networks,DCS-7280SR-48C6-F,XA.CTU.04.03.0301.01.001,27,,,SGD19480789,,,,,,Rackable,Fixed,lu_d_zhang,,,04/17/2020 04:29:40-04,Import,,28100,,,,,,,,301,
CT Guangzhou,Network,NetworkStack,Planned,G0002300,Opengear,IM7248-2-DAC_IW,XA.CAN.01.07.0002.01.001,23,,,7.25E+13,,,,,,Rackable,Fixed,lu_d_zhang,,,05/06/2021 22:57:57-04,Import,,27844,,,,,,,,2,
CT Shanghai,Network,NetworkStack,Planned,G0002301,Opengear,IM7248-2-DAC_IW,XA.SHA.01.02.B222.01.001,23,,,7.25E+13,,,,,,Rackable,Fixed,lu_d_zhang,,,01/04/2021 03:39:59-05,Import,,27533,,,,,,,,B222,
CU Chengdu,Network,NetworkStack,Planned,G0027497,Arista Networks,DCS-7280CR2A-30-F,XA.CTU.03.03.C303.01.002,15,,,JPE19482332,,,,,,Rackable,Fixed,lu_d_zhang,,,11/17/2020 00:16:33-05,Client,,26996,,,,,,,,C303,
CM Beijing,Network,NetworkStack,Planned,G0027522,Arista Networks,DCS-7280CR2A-30-F,XA.BJS.02.02.2009.01.001,15,,,JPE20012280,,,,,,Rackable,Fixed,lu_d_zhang,,,09/16/2020 05:32:18-04,Client,,2785,,,,,,,,2009,
CM Beijing,Network,NetworkStack,Planned,G0027544,Arista Networks,DCS-7280CR2A-30-F,XA.BJS.02.02.2009.01.002,15,,,JPE20012300,,,,,,Rackable,Fixed,lu_d_zhang,,,09/16/2020 05:34:23-04,Client,,2786,,,,,,,,2009,
CU Beijing,Network,NetworkStack,Planned,G0027575,Arista Networks,DCS-7280CR2A-30-F,XA.BJS.03.04.L4M2.01.002,15,,,JPE20063406,,,,,,Rackable,Fixed,lu_d_zhang,,,09/28/2020 04:27:04-04,Client,,3784,,,,,,,,L4M2,
CU Chengdu,Network,NetworkStack,Planned,G0027578,Arista Networks,DCS-7280CR2A-30-F,XA.CTU.03.03.C303.01.001,15,,,JPE20063423,,,,,,Rackable,Fixed,lu_d_zhang,,,11/17/2020 00:08:41-05,Client,,26995,,,,,,,,C303,
CU Guangzhou,Network,NetworkStack,Planned,G0027584,Arista Networks,DCS-7280CR2A-30-F,XA.CAN.03.03.3008.01.002,15,,,JPE20063422,,,,,,Rackable,Fixed,lu_d_zhang,,,11/17/2020 00:24:45-05,Client,,26998,,,,,,,,3008,
CU Guangzhou,Network,NetworkStack,Planned,G0027623,Arista Networks,DCS-7280CR2A-30-F,XA.CAN.03.03.3008.01.001,15,,,JPE20063396,,,,,,Rackable,Fixed,lu_d_zhang,,,11/17/2020 00:18:20-05,Client,,26997,,,,,,,,3008,
DR Peng Beijing,Network,NetworkStack,Planned,G0068887,Arista Networks,DCS-7060SX2-48YC6-F,XA.BJS.04.01.MD09.01.004,26,,,JPE20220857,,,,,,Rackable,Fixed,lu_d_zhang,,,08/03/2021 09:39:48-04,Client,,32285,,,,,,,,MD09,
CM Guangzhou,Network,NetworkStack,Planned,G0101570,Arista Networks,DCS-7010T-48-F,XA.CAN.02.05.0504.01.005,28,,,JPE20052630,,,,,,Rackable,Fixed,patrick_zhao,,,05/21/2021 06:03:51-04,Client,,28000,,,,,,,,504,
CT Guangzhou,Network,NetworkStack,Planned,G0101603,Arista Networks,DCS-7010T-48-F,XA.CAN.01.07.0002.01.001,19,,,JPE20052635,,,,,,Rackable,Fixed,patrick_zhao,,,05/21/2021 05:05:23-04,Client,,27999,,,,,,,,2,
CT Guangzhou,Network,NetworkStack,Planned,G0101620,Arista Networks,DCS-7010T-48-F,XA.CAN.01.07.0002.01.004,28,,,JPE20051316,,,,,,Rackable,Fixed,patrick_zhao,,,05/21/2021 05:43:36-04,Client,,27994,,,,,,,,2,
CT Guangzhou,Network,NetworkStack,Planned,G0101627,Arista Networks,DCS-7010T-48-F,XA.CAN.01.07.0002.01.003,28,,,JPE20052840,,,,,,Rackable,Fixed,patrick_zhao,,,05/21/2021 05:12:36-04,Client,,27995,,,,,,,,2,
CT Guangzhou,Network,NetworkStack,Planned,G0101628,Arista Networks,DCS-7010T-48-F,XA.CAN.01.07.0002.01.006,28,,,JPE20051362,,,,,,Rackable,Fixed,patrick_zhao,,,05/21/2021 05:39:57-04,Client,,27992,,,,,,,,2,
CM Guangzhou,Network,NetworkStack,Planned,G0101629,Arista Networks,DCS-7010T-48-F,XA.CAN.02.05.0504.01.006,28,,,JPE20052992,,,,,,Rackable,Fixed,patrick_zhao,,,05/21/2021 06:09:39-04,Client,,28002,,,,,,,,504,
CT Guangzhou,Network,NetworkStack,Planned,G0101630,Arista Networks,DCS-7010T-48-F,XA.CAN.01.07.0002.01.002,25,,,JPE20051195,,,,,,Rackable,Fixed,patrick_zhao,,,05/21/2021 05:32:03-04,Client,,27997,,,,,,,,2,
CT Guangzhou,Network,NetworkStack,Planned,G0101631,Arista Networks,DCS-7010T-48-F,XA.CAN.01.07.0002.01.005,28,,,JPE20052620,,,,,,Rackable,Fixed,patrick_zhao,,,05/21/2021 05:36:00-04,Client,,27993,,,,,,,,2,
CM Shanghai,Network,NetworkStack,Planned,G0101644,Arista Networks,DCS-7010T-48-F,XA.SHA.02.01.M215.01.008,28,,,JPE20052781,,,,,,Rackable,Fixed,lu_d_zhang,,,05/16/2021 21:44:15-04,Client,,27962,,,,,,,,M215,
CM Shanghai,Network,NetworkStack,Planned,G0101648,Arista Networks,DCS-7010T-48-F,XA.SHA.02.01.M215.01.007,28,,,JPE19515069,,,,,,Rackable,Fixed,lu_d_zhang,,,05/16/2021 21:39:00-04,Client,,27961,,,,,,,,M215,
CT Guangzhou,Network,NetworkStack,Planned,G0101657,Arista Networks,DCS-7010T-48-F,XA.CAN.01.07.0002.01.002,36,,,JPE20051228,,,,,,Rackable,Fixed,patrick_zhao,,,05/21/2021 05:19:58-04,Client,,27996,,,,,,,,2,
CU Wuhan,Network,NetworkStack,Planned,G0101665,Arista Networks,DCS-7280CR2A-30-F,XA.WUH.03.04.0404.01.001,15,,,JPE20063397,,,,,,Rackable,Fixed,lu_d_zhang,,,10/09/2020 22:32:35-04,Import,,4506,,,,,,,,404,
CM Shanghai,Network,NetworkStack,Planned,G0101669,Arista Networks,DCS-7280CR2A-30-F,XA.SHA.02.01.M215.01.002,15,,,JPE20063411,,,,,,Rackable,Fixed,lu_d_zhang,,,09/15/2020 05:17:12-04,Client,,2782,,,,,,,,M215,
CU Wuhan,Network,NetworkStack,Planned,G0101672,Arista Networks,DCS-7280CR2A-30-F,XA.WUH.03.04.0404.01.002,15,,,JPE20012289,,,,,,Rackable,Fixed,lu_d_zhang,,,10/09/2020 22:32:59-04,Import,,4514,,,,,,,,404,
CU Wuhan,Network,NetworkStack,Planned,G0101673,Arista Networks,DCS-7280CR2A-30-F,XA.WUH.03.04.0404.01.001,29,,,JPE20083502,,,,,,Rackable,Fixed,lu_d_zhang,,,10/09/2020 22:32:21-04,Import,,4500,,,,,,,,404,
CM Shanghai,Network,NetworkStack,Planned,G0101674,Arista Networks,DCS-7280CR2A-30-F,XA.SHA.02.01.M215.01.001,15,,,JPE20083520,,,,,,Rackable,Fixed,lu_d_zhang,,,09/15/2020 04:50:48-04,Client,,2781,,,,,,,,M215,
CM Shanghai,Network,NetworkStack,Planned,G0101679,Arista Networks,DCS-7060SX2-48YC6-F,XA.SHA.02.01.M215.01.008,26,,,JPE20030822,,,,,,Rackable,Fixed,lu_d_zhang,,,05/16/2021 21:34:48-04,Client,,27960,,,,,,,,M215,
CM Guangzhou,Network,NetworkStack,Planned,G0101680,Arista Networks,DCS-7060SX2-48YC6-F,XA.CAN.02.05.0504.01.005,26,,,JPE20030833,,,,,,Rackable,Fixed,patrick_zhao,,,05/21/2021 06:13:40-04,Client,,28001,,,,,,,,504,
CM Shanghai,Network,NetworkStack,Planned,G0101685,Arista Networks,DCS-7060SX2-48YC6-F,XA.SHA.02.01.M215.01.007,26,,,JPE20030918,,,,,,Rackable,Fixed,lu_d_zhang,,,05/16/2021 21:26:36-04,Client,,27959,,,,,,,,M215,
CT Chengdu,Network,NetworkStack,Planned,G0101692,Arista Networks,DCS-7280CR2A-30-F,XA.CTU.02.01.4110.01.001,15,,,JPE20083505,,,,,,Rackable,Fixed,lu_d_zhang,,,09/03/2020 05:06:13-04,Client,,2692,,,,,,,,4110,
CU Wuhan,Network,NetworkStack,Planned,G0101696,Arista Networks,DCS-7280CR2A-30-F,XA.WUH.03.04.0404.01.002,29,,,JPE20102034,,,,,,Rackable,Fixed,lu_d_zhang,,,10/09/2020 22:32:53-04,Import,,4511,,,,,,,,404,
CU Shanghai,Network,NetworkStack,Planned,G0101699,Arista Networks,DCS-7280CR2A-30-F,XA.SHA.03.03.J2J3.01.001,15,,,JPE20080768,,,,,,Rackable,Fixed,lu_d_zhang,,,09/16/2020 05:17:25-04,Client,,2783,,,,,,,,J2J3,
CT Shanghai,Network,NetworkStack,Planned,G0101700,Arista Networks,DCS-7060SX2-48YC6-R,XA.SHA.01.02.B222.02.004,26,,,JPE20030812,,,,,,Rackable,Fixed,patrick_zhao,,,07/17/2021 23:52:13-04,Client,,32268,,,,,,,,B222,
CT Shanghai,Network,NetworkStack,Planned,G0101701,Arista Networks,DCS-7060SX2-48YC6-R,XA.SHA.01.02.B222.02.003,26,,,JPE20030885,,,,,,Rackable,Fixed,lingling_sun2,,,02/07/2021 19:28:48-05,Import,,32266,,,,,,,,B222,
CU Shanghai,Network,NetworkStack,Planned,G0101707,Arista Networks,DCS-7060SX2-48YC6-R,XA.SHA.03.03.J2J3.01.006,26,,,JPE20030783,,,,,,Rackable,Fixed,patrick_zhao,,,07/08/2021 03:41:45-04,Client,,32213,,,,,,,,J2J3,
CM Guangzhou,Network,NetworkStack,Planned,G0101725,Arista Networks,DCS-7060SX2-48YC6-F,XA.CAN.02.05.0504.01.006,26,,,JPE20030750,,,,,,Rackable,Fixed,patrick_zhao,,,05/21/2021 06:19:19-04,Client,,28003,,,,,,,,504,
CT Guangzhou,Network,NetworkStack,Planned,G0101729,Arista Networks,DCS-7010T-48-F,XA.CAN.01.07.0002.01.001,25,,,JPE20051361,,,,,,Rackable,Fixed,patrick_zhao,,,05/21/2021 05:27:04-04,Client,,27998,,,,,,,,2,
CU Beijing,Network,NetworkStack,Planned,G0101735,Arista Networks,DCS-7280CR2A-30-F,XA.BJS.03.04.L4M2.01.001,15,,,JPE20141559,,,,,,Rackable,Fixed,lu_d_zhang,,,09/28/2020 04:22:05-04,Client,,3783,,,,,,,,L4M2,
CT Wuhan,Network,NetworkStack,Planned,G0107172,PaloAlto Networks,PA-5220,XA.WUH.01.02.0204.01.002,11,,,13201024247,,,,,,Rackable,Fixed,lu_d_zhang,,,02/25/2021 21:46:35-05,Client,,27598,,,,,,,,204,
CT Shanghai,Network,NetworkStack,Planned,G0107192,Arista Networks,DCS-7010T-48-F,XA.SHA.01.02.B222.02.004,28,,,JPE20052593,,,,,,Rackable,Fixed,patrick_zhao,,,07/18/2021 00:33:58-04,Client,,32267,,,,,,,,B222,
CT Shanghai,Network,NetworkStack,Planned,G0107193,Arista Networks,DCS-7010T-48-F,XA.SHA.01.02.B222.02.003,28,,,JPE20052724,,,,,,Rackable,Fixed,patrick_zhao,,,07/18/2021 00:26:29-04,Client,,32265,,,,,,,,B222,
CT Shanghai,Network,NetworkStack,Planned,G0107194,Arista Networks,DCS-7010T-48-F,XA.SHA.01.02.B222.02.002,36,,,JPE20052608,,,,,,Rackable,Fixed,patrick_zhao,,,07/18/2021 00:37:59-04,Client,,32263,,,,,,,,B222,
CT Shanghai,Network,NetworkStack,Planned,G0107195,Arista Networks,DCS-7010T-48-F,XA.SHA.01.02.B222.02.001,19,,,JPE20052644,,,,,,Rackable,Fixed,patrick_zhao,,,07/18/2021 00:21:54-04,Client,,32262,,,,,,,,B222,
CT Shanghai,Network,NetworkStack,Planned,G0107196,Arista Networks,DCS-7010T-48-F,XA.SHA.01.02.B222.02.002,25,,,JPE20052707,,,,,,Rackable,Fixed,patrick_zhao,,,07/18/2021 00:08:38-04,Client,,32264,,,,,,,,B222,
CT Shanghai,Network,NetworkStack,Planned,G0107197,Arista Networks,DCS-7010T-48-F,XA.SHA.01.02.B222.02.001,25,,,JPE20052611,,,,,,Rackable,Fixed,patrick_zhao,,,07/18/2021 00:16:01-04,Client,,32261,,,,,,,,B222,